row_idx	labels
1812	29=1;42=1;47=1;102=1;120=1;166=1
1813	42=1;47=1;72=1;102=1;164=1;166=1
1814	24=1;28=1;141=0.5
1815	128=1;147=1;188=1
1816	26=1;34=1;49=1;82=1;114=1;247=1
1817	49=1;72=1;82=1;114=1;247=1
1818	24=1;40=1;82=1;85=1;125=1;201=1;207=1
1819	27=1;28=1;40=1;85=1;207=1
1820	17=1;39=1;47=1;106=1;119=1;123=1
1821	17=1;39=1;47=1;106=1;119=1
1822	12=1;21=1;39=1;97=1
1823	17=1;119=1
1824	28=1;33=0.5;77=1
1825	12=1;82=1;85=1;173=1;201=1;218=1
1826	4=1;65=1
1827	4=1;65=1
1828	4=1;7=1;65=1;67=1
1829	16=1;30=1;31=1;183=1
1830	26=1;28=1;77=1;169=0.5
1831	18=1;53=0.5
1832	14=0.5;37=1;79=1;103=1
1833	37=1;41=1;60=1;107=1
1834	14=1;37=1;41=1;79=1;107=1;176=1
1835	27=1;37=1
1836	24=1;82=1;85=1;125=1
1837	47=1;73=1;82=1;155=1
1838	4=1;7=1;37=1;42=1;102=1;166=1
1839	128=1;147=1;188=1
1840	1=1;87=1;201=0.5
1841	12=0.5;46=1;87=1;165=1;201=0.5
1842	1=1;131=1;137=1
1843	4=1;14=1;38=1;81=1;82=1;84=1
1844	31=1;67=1;82=1;84=1;125=1
1845	4=1;82=1;84=1
1846	14=1;38=1;81=1;82=1;84=1;127=1;185=1
1847	18=1;27=1;38=1;62=1;82=1;84=1;86=1;93=1;122=1
1848	24=1;26=1;28=1;73=1;82=1;86=1;177=1
1849	1=1;113=1
1850	4=1;6=1;113=1
1851	34=1;46=1;82=1;113=1;225=0.5
1852	26=1;28=1;34=1;75=1;82=1;111=1;134=1;156=1
1853	82=1;190=1
1854	38=1;82=1;117=1;125=1
1855	4=1;38=1;82=1;119=1
1856	4=1;43=1;82=1;85=1;151=1;173=1
1857	39=1;82=1;85=1;98=1;119=1;173=1;195=1
1858	17=1;38=1;82=1;85=1;117=1;201=1
1859	24=1;28=1;33=1;69=1;119=1;201=1
1860	4=1;37=0.5
1861	15=0.5;43=1;89=1;110=1;112=0.5
1862	12=1;13=1;43=1;60=1;62=1;89=1;110=1;112=0.5
1863	12=1;43=1;60=1;110=1
1864	4=1;8=1;24=1;82=1
1865	30=1;82=1;133=1
1866	22=1;24=1;28=1;82=1;85=1;100=0.5
1867	15=0.5;21=1
1868	20=1;121=1;215=1
1869	31=1;67=1;73=1;96=1
1870	19=1;46=1;89=1
1871	2=1;37=1;46=1;109=1;169=1
1872	4=1;7=1;20=1;36=1;46=1
1873	19=1;22=1;44=1;46=1;57=1
1874	12=1;13=1;17=1;20=1;46=1;161=1
1875	16=1;44=1;215=1
1876	19=1;44=1;57=1;100=1;101=1;144=1
1877	24=1;28=1;37=1;46=1;73=1;109=1;169=0.5
1878	3=1;42=1;43=1;50=1;102=1;110=1;171=1
1879	43=1;66=1;82=1;151=1
1880	12=1;43=1;66=1;82=1;110=1;151=1
1881	27=1;28=1;43=1;82=1
1882	3=1;12=1;43=1;82=1;146=1;153=1;171=1
1883	3=1;17=1;43=1;64=1;82=1;110=1;146=1;153=1;171=1
1884	3=1;43=1;171=1
1885	3=1;43=1;82=1;153=1;171=1
1886	4=1;39=1;82=1;84=1;97=1;156=1
1887	14=1;26=1;39=1;79=1;81=1;97=1
1888	24=1;27=1;28=1;30=1;39=1;82=1;84=1;97=1;128=1;147=1;188=1
1889	4=1;7=1;17=1;37=1;109=1;252=0.5
1890	12=1;37=1;109=1;183=1
1891	72=1;81=0.5
1892	128=1;147=1;188=1
1893	4=1;19=1;36=1;44=1
1894	1=1;63=1;116=1
1895	15=0.5;37=1;60=1;125=1
1896	21=1;179=1
1897	4=1;21=1;24=0.5;231=1
1898	12=1;21=1;37=1;60=1
1899	21=1;37=1;60=1
1900	16=1;21=1;24=0.5;37=1;60=1
1901	17=1;21=1;37=1;60=1
1902	21=1;30=0.5;60=1;133=0.5
1903	20=1;36=1;42=1;82=1;102=1;166=1;179=1
1904	24=1;26=1;28=1;42=1;62=1;77=1;82=1;102=1;130=1;166=1
1905	128=1;147=1;188=1
1906	20=1;23=1;46=1
1907	4=1;37=1;46=1
1908	5=1;31=1;37=1;46=1;73=1
1909	24=1;28=1;37=1;46=1
1910	4=1;57=1;96=1;98=1;100=1;171=1;172=1
1911	12=1;17=1;57=1;96=1;98=1;172=1
1912	5=1;24=1;28=1;30=1;36=1;62=1;69=1;93=1;171=1
1913	12=1;13=1;38=1;84=1;116=1;208=1
1914	4=1;38=1;116=1
1915	34=1;84=1;116=1;134=1
1916	17=1;20=1;38=1;82=1;84=1;85=1;116=1;173=1;218=1
1917	17=1;38=1;85=1;116=1;161=1;173=1
1918	17=1;38=1;156=1;177=1;208=1
1919	14=1;20=1;26=1;38=1;84=1;116=1
1920	24=1;25=1;28=1;38=1;68=1;82=1;116=1
1921	57=1;99=1;100=1;143=1
1922	5=1;12=1;22=1;41=1;46=1;107=1;138=0.5;197=1
1923	1=1;37=1;46=1;109=1
1924	38=1;46=1;213=0.5
1925	15=0.5;44=1;82=1;84=1;125=1;179=1
1926	20=1;22=1;82=1;84=1
1927	22=1;27=1;82=1;84=1;100=0.5
1928	20=1;24=0.5;82=1;100=1;101=1
1929	4=1;42=1;89=1;169=1
1930	14=1;81=1;84=1;169=1
1931	27=1;28=1;29=1;82=1;120=1
1932	128=1;147=1;188=1
1933	50=1;112=1;121=1
1934	3=1;50=1;112=1;153=1
1935	12=1;50=1;112=1;150=1;168=1;201=1
1936	17=1;22=1;150=1;187=0.5
1937	26=1;168=1;187=0.5
1938	17=1;27=1;168=1
1939	24=1;31=1;50=1;112=1;150=1;168=1;201=1;227=0.5
1940	25=0.5;60=1;81=0.5;108=1
1941	4=1;15=0.5;82=1;87=1;157=1
1942	27=1;34=1;72=1;82=1;87=1;134=1;157=1
1943	24=1;34=1;82=1;87=1;134=1
1944	27=1;82=1;87=1;157=1
1945	27=1;72=0.5;157=1
1946	4=1;34=1;82=1;156=1;174=1
1947	12=1;17=1;38=1;82=1;156=1;174=1
1948	24=1;25=1;26=1;28=1;41=0.5;68=1;82=1;130=1;230=0.5
1949	4=1;36=1;41=1;107=1
1950	12=1;46=1;104=1;113=0.5;169=1;185=1;225=1
1951	31=1;35=1;104=1;169=1;225=1;256=1
1952	1=1;6=1;50=1;67=1;111=1;125=1
1953	15=0.5;111=1
1954	38=1;50=1;82=1;86=1;111=1;125=1
1955	15=1;17=1;38=1;82=1;86=1
1956	4=1;7=1;19=1;44=1;57=1;99=1
1957	12=1;21=1;36=1;44=0.5
1958	19=1;46=1;60=1;105=1;109=1
1959	21=1;60=1;105=1
1960	4=1;14=1;25=0.5;81=1;256=0.5
1961	4=1;7=1;135=1
1962	24=1;33=0.5;135=1
1963	31=1;50=1;111=1;223=1
1964	4=1;82=1;84=1
1965	22=1;26=0.5;82=1;84=1;241=0.5;242=0.5
1966	27=1;57=1;82=1;84=1;100=1;170=1;241=1
1967	20=1;24=1;25=1;26=1;28=1;82=1;84=1;130=1
1968	24=1;25=1;26=1;68=1;82=1;129=1;181=1;220=1
1969	128=1;147=1;188=1
1970	7=1;47=1;73=1;82=1;155=1;219=1
1971	4=1;7=1;82=1
1972	40=1;44=1;46=1;100=1;101=1;115=1;174=1
1973	128=1;147=1;188=1
1974	1=1;3=1;41=1;107=1
1975	24=1;28=1;33=1;41=0.5
1976	1=1;2=1;111=1;201=1;237=1
1977	1=1;111=1;201=1;227=1;237=1
1978	128=1;147=1;188=1
1979	4=1;6=1;105=1;166=1
1980	20=1;105=1;166=1;177=1;181=1
1981	177=1
1982	12=1;13=1;43=1;66=1;82=1;89=1;110=1;151=1
1983	24=1;25=1;26=1;43=1;66=1;82=1;110=1;130=1;151=1
1984	128=1;147=1;188=1
1985	12=1;37=1;41=1;47=1;60=1;91=0.5;107=1;202=1
1986	4=1;164=1
1987	4=1;7=1
1988	12=1;70=1;215=1
1989	24=1;30=1;38=1;73=1;93=1;116=1;220=1
1990	17=1;24=1;25=1;38=1;44=0.5;116=1;208=1
1991	27=1;40=1;63=1;115=1
1992	12=1;22=1;40=1;115=1;183=1
1993	17=1;18=1;40=1;63=1;115=1;123=1
1994	26=1;28=1;40=1;77=1;115=1
1995	28=1;70=0.5
1996	4=1;6=1;8=1;125=1;246=1
1997	82=1;93=1;246=1
1998	20=1;38=1;82=1;246=1
1999	12=1;20=1;26=1;82=1;93=1;246=1
2000	24=1;25=1;28=1;82=1;246=1
2001	24=0.5;42=1;82=0.5;102=1;125=1;166=1
2002	42=1;45=1;53=0.5;102=1;166=1
2003	30=1;42=1;45=1
2004	31=1;42=1;45=1;102=1;166=1;240=0.5
2005	24=1;28=1;30=1;42=1;102=1;166=1
2006	128=1;147=1;188=1
2007	43=0.5;168=1;201=1;246=0.5
2008	47=1;168=1;173=1;201=1
2009	23=1;67=1;88=1
2010	31=1;73=1;125=1
2011	4=1;24=0.5;46=1;88=1
2012	12=1;13=1;147=1
2013	16=1;73=1;88=1;183=1
2014	24=1;28=1;30=1;73=1;116=1
2015	24=1;25=1;26=1;28=1;44=1;73=1;130=1
2016	12=1;38=1;82=1;86=1;113=1;219=1;225=1;256=1
2017	17=1;38=1;82=1;113=1;161=1;225=1;256=1
2018	12=1;104=1
2019	20=1;41=1;107=1;137=0.5
2020	23=1;36=1;41=1;107=1;137=0.5;198=1
2021	20=1;41=1;107=1;137=0.5;190=0.5
2022	24=1;28=1;30=1;34=1;41=1;62=1;73=1;107=1;137=0.5
2023	128=1;147=1;188=1
2024	10=1;82=1;131=1;154=1
2025	15=0.5;18=1;82=1;121=1;154=1
2026	121=1;143=1;154=1
2027	17=1;19=1;20=1;38=0.5;57=1;105=1
2028	24=0.5;105=1;125=1
2029	190=1
2030	190=1
2031	11=1;37=1;60=1;84=1;109=1;132=1;170=1;211=1
2032	30=1;37=1;60=1;84=1;109=1;211=1
2033	14=1;18=1;26=1;37=1;60=1;79=1;81=1;84=1;109=1;123=1;170=1;211=1
2034	24=1;25=1;26=1;28=1;37=1;60=1;69=1;109=1;130=1;211=1
2035	30=1;53=0.5;62=1;164=1;211=1
2036	201=1
2037	27=1;50=1;72=1;112=1;201=1;232=1;249=1
2038	15=1;18=1;26=1;50=1;72=1;112=1;187=1;196=1;232=1;249=1
2039	26=1;34=1;76=1;201=1;249=1
2040	4=1;37=1;38=1;116=1;179=1
2041	12=1;38=1;116=1;179=1
2042	21=1;179=1
2043	24=1;26=1;28=1;38=1;67=1;68=1;77=1;116=1;177=1
2044	24=1;57=1;73=1;100=1;159=1
2045	24=1;25=1;26=1;28=1;73=1;130=1;159=1
2046	27=1;29=1;48=1;60=1;108=1;120=1;137=1
2047	4=1;7=1;60=1;108=1
2048	12=0.5;88=1;179=1
2049	4=1;7=1;88=1;177=0.5;179=1
2050	11=1;19=1;44=1;88=1;132=1;179=1
2051	17=1;44=1;88=1
2052	24=1;28=1;73=1;88=1
2053	24=1;25=1;26=1;28=1;60=1;77=1;108=1
2054	128=1;147=1;188=1
2055	2=1;34=1;35=1;82=1;84=1;85=1;96=1;198=1;227=1
2056	3=1;7=1;61=1;72=1;82=1;85=1;118=1;171=1;254=0.5
2057	23=1;38=1;82=1
2058	4=1;64=1;82=1;91=1;201=1
2059	38=1;82=1;87=1;125=1
2060	18=1;72=1;82=1;87=1;123=1
2061	4=1;36=0.5;92=1;163=1
2062	15=0.5;36=0.5;92=1;163=1
2063	15=1;18=1;72=1;143=0.5
2064	12=1;13=1;19=1;38=1;67=1;82=1;84=1;183=1
2065	1=1;44=1
2066	23=1;44=1;93=0.5
2067	24=1;36=1;44=1;73=1;130=1
2068	14=0.5;18=1;38=1;60=1;84=1;116=1;123=1;149=1;211=1
